"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"792612",108105,2015-10-21,2015-11-20,"C",2185,0,0.55,391,456,0.12467,0.0114,0.000421,16.99667,-12.88265,108987096,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.924,0.275,30,22,0.198011857142857,0.116693614107153
"792615",108105,2015-10-21,2015-11-20,"C",2200,0,0.2,9627,18886,0.118859,0.004745,0.000204,7.85222,-5.685153,108485618,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.9177,0.1,30,22,0.198011857142857,0.111371806878183
"792797",108105,2015-10-21,2015-12-19,"C",1925,109.7,112.6,161,23687,0.182596,0.741431,0.002202,255.8882,-121.0322,100903136,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,1.0488,111.15,59,41,0.272302285714286,0.158067350286682
"792802",108105,2015-10-21,2015-12-19,"C",1950,90.3,92.9,194,67102,0.174324,0.687722,0.002528,280.5076,-130.0967,100903137,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,1.03535384615385,91.6,59,41,0.272302285714286,0.153485540697483
"792813",108105,2015-10-21,2015-12-19,"C",2000,55.2,57.3,5137,115441,0.156524,0.55208,0.003155,314.3157,-136.3198,100269209,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,1.00947,56.25,59,41,0.272302285714286,0.141237528392737
"792816",108105,2015-10-21,2015-12-19,"C",2015,45.8,47.9,5785,6945,0.150775,0.503519,0.003305,317.193,-133.7995,108987200,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,1.00195533498759,46.85,59,41,0.272302285714286,0.1368213539526
"792818",108105,2015-10-21,2015-12-19,"C",2025,40.1,42,14038,56155,0.147131,0.469241,0.003378,316.3715,-131.035,100903139,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.997007407407407,41.05,59,41,0.272302285714286,0.133995064404198
"792821",108105,2015-10-21,2015-12-19,"C",2040,32.1,33.9,572,1046,0.141624,0.415382,0.003442,310.2936,-124.7752,106482344,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.989676470588235,33,59,41,0.272302285714286,0.129620850733816
"793001",108105,2015-10-21,2016-01-15,"C",1950,100.2,102.8,351,6448,0.176344,0.652165,0.002133,356.9901,-110.4433,103574110,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,1.03535384615385,101.5,86,59,0.305388857142857,0.156414389178793
"793016",108105,2015-10-21,2016-01-15,"C",2025,50.7,52.9,2288,10433,0.151727,0.472386,0.00268,385.9614,-107.8935,103574113,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.997007407407407,51.8,86,59,0.305388857142857,0.138619140991353
"793029",108105,2015-10-21,2016-01-15,"C",2090,20.1,21.8,747,672,0.129955,0.276511,0.002636,325.1328,-80.30469,109020108,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.966,20.95,86,59,0.305388857142857,0.120886222686739
"793036",108105,2015-10-21,2016-01-15,"C",2125,9.9,11.4,526,14744,0.119518,0.174345,0.002204,250.0902,-57.61778,103574117,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.950089411764706,10.65,86,59,0.305388857142857,0.11207804955586
"793041",108105,2015-10-21,2016-01-15,"C",2150,5.4,6.7,261,16339,0.11358,0.114711,0.001748,188.4996,-41.65577,103574118,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.939041860465116,6.05,86,59,0.305388857142857,0.10707308104858
"793058",108105,2015-10-21,2016-01-15,"C",2275,0,0.9,540,4279,0.112449,0.012072,0.000286,30.56936,-6.92726,103574123,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.887446153846154,0.45,86,59,0.305388857142857,0.108139533629332
"793209",108105,2015-10-21,2016-03-18,"C",2200,7.4,8.8,180,45405,0.117874,0.113304,0.001264,246.2925,-31.65102,107238031,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.9177,8.1,149,102,0.358283628571429,0.109784223450455
"794314",108105,2015-10-21,2015-11-06,"C",2025,19.8,20.9,987,8434,0.142516,0.453916,0.006573,167.3709,-253.8462,108554895,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.997007407407407,20.35,16,12,0.173110285714286,0.131680922303
"794316",108105,2015-10-21,2015-11-06,"C",2035,14.8,15.6,609,8353,0.136036,0.383825,0.006637,161.3255,-234.912,108554897,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.992108108108108,15.2,16,12,0.173110285714286,0.126093774690927
"794318",108105,2015-10-21,2015-11-06,"C",2045,10.7,11.3,2148,9820,0.130809,0.313057,0.006404,149.6818,-210.7651,108554899,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.987256723716381,11,16,12,0.173110285714286,0.121621415579369
"794321",108105,2015-10-21,2015-11-06,"C",2060,5.9,6.4,1271,2010,0.123098,0.21106,0.005553,122.1366,-163.0211,108554902,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.980067961165049,6.15,16,12,0.173110285714286,0.114904723917131
"794323",108105,2015-10-21,2015-11-06,"C",2070,3.6,4,1326,4075,0.117506,0.149432,0.004681,98.27729,-125.7259,108554904,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.975333333333333,3.8,16,12,0.173110285714286,0.109926738228354
"794500",108105,2015-10-21,2015-11-13,"C",2030,20.9,21.8,318,2379,0.136267,0.428398,0.005677,198.7033,-197.7375,108614692,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.994551724137931,21.35,23,17,0.184467619047619,0.125876904124585
"794502",108105,2015-10-21,2015-11-13,"C",2040,16.1,16.9,244,1492,0.131187,0.367777,0.005663,190.8025,-183.9283,108614694,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.989676470588235,16.5,23,17,0.184467619047619,0.121595913836953
"794505",108105,2015-10-21,2015-11-13,"C",2055,10.1,10.8,262,10529,0.123495,0.275318,0.005331,169.0861,-154.6987,108614697,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.982452554744526,10.45,23,17,0.184467619047619,0.114980049106771
"794507",108105,2015-10-21,2015-11-13,"C",2065,7.1,7.7,176,5923,0.119217,0.217292,0.004863,148.9101,-132.1908,108614699,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.977694915254237,7.4,23,17,0.184467619047619,0.111304731153231
"794509",108105,2015-10-21,2015-11-13,"C",2075,4.7,5.2,2417,10613,0.114634,0.163169,0.00424,124.8387,-107.0416,108614701,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.97298313253012,4.95,23,17,0.184467619047619,0.107287580565007
"794512",108105,2015-10-21,2015-11-13,"C",2090,2.35,2.65,248,1833,0.108946,0.097243,0.003113,87.11002,-71.42396,108614704,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.966,2.5,23,17,0.184467619047619,0.102305487325362
"794514",108105,2015-10-21,2015-11-13,"C",2100,1.4,1.65,481,6431,0.106214,0.065467,0.002368,64.59811,-51.83075,108614706,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.9614,1.525,23,17,0.184467619047619,0.0999418958007701
"795681",108105,2015-10-21,2015-12-31,"C",2000,61,62.3,3800,4915,0.157828,0.544643,0.002807,351.2963,-121.7626,106342010,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,1.00947,61.65,71,49,0.287007428571429,0.144325019194092
"795706",108105,2015-10-21,2015-12-31,"C",2125,7.2,8,1113,474,0.115682,0.146397,0.002224,203.9829,-55.10189,106342015,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.950089411764706,7.6,71,49,0.287007428571429,0.109580477154633
"795716",108105,2015-10-21,2015-12-31,"C",2175,1.75,2.25,323,8496,0.106872,0.050991,0.0011,93.20376,-23.67157,106342017,1,NA,1,"CBOE S&P 500 INDEX","E",2018.94,0.928248275862069,2,71,49,0.287007428571429,0.102239144945077
"812679",108105,2015-10-28,2015-11-20,"C",2000,90.4,93.9,189,62922,0.147441,0.885052,0.002543,98.75661,-84.78098,108485610,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.045175,92.15,23,17,0.183332,0.110464458940674
"812685",108105,2015-10-28,2015-11-20,"C",2030,64.7,67.7,828,12792,0.140437,0.796577,0.003907,144.5251,-135.9923,108671564,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.02972906403941,66.2,23,17,0.183332,0.11744619255431
"812687",108105,2015-10-28,2015-11-20,"C",2040,56.6,59.5,138,4078,0.137392,0.758651,0.004407,159.4733,-150.9294,108554645,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.02468137254902,58.05,23,17,0.183332,0.116935647708374
"812689",108105,2015-10-28,2015-11-20,"C",2050,48.9,51.5,1449,34969,0.133952,0.715979,0.004917,173.4543,-163.6561,108485612,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01968292682927,50.2,23,17,0.183332,0.115562645065014
"812691",108105,2015-10-28,2015-11-20,"C",2060,41.5,44,1267,18759,0.130433,0.66783,0.005412,185.9124,-174.0351,108554646,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01473300970874,42.75,23,17,0.183332,0.113778339404378
"812693",108105,2015-10-28,2015-11-20,"C",2070,34.7,36.7,1049,8547,0.126536,0.6144,0.005878,195.8917,-180.6768,108671565,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.0098309178744,35.7,23,17,0.183332,0.11137169930554
"812709",108105,2015-10-28,2015-11-20,"C",2150,2.45,2.75,10379,20306,0.096406,0.109907,0.003797,96.40595,-72.643,108485616,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.972255813953488,2.6,23,17,0.183332,0.0882071956312843
"812711",108105,2015-10-28,2015-11-20,"C",2160,1.1,2,4259,1795,0.094224,0.07263,0.002856,70.86368,-52.44522,108554650,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.96775462962963,1.55,23,17,0.183332,0.0864419842584276
"812713",108105,2015-10-28,2015-11-20,"C",2170,0.65,1.2,336,1507,0.093243,0.04709,0.002054,50.43869,-37.10546,108671569,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.963294930875576,0.925,23,17,0.183332,0.0857499473730039
"812715",108105,2015-10-28,2015-11-20,"C",2180,0.25,1.05,173,1122,0.095663,0.033882,0.001532,38.60229,-29.26016,108554651,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.958876146788991,0.65,23,17,0.183332,0.0881805408948433
"812720",108105,2015-10-28,2015-11-20,"C",2205,0.3,0.4,101,376,0.105373,0.018008,0.000819,22.72275,-19.13243,108987098,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.948004535147392,0.35,23,17,0.183332,0.0975779793843096
"812917",108105,2015-10-28,2015-12-19,"C",2000,100.3,103.2,444,114445,0.157973,0.768689,0.002472,233.7178,-104.9571,100269209,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.045175,101.75,52,36,0.283100914285714,0.133117470673413
"812925",108105,2015-10-28,2015-12-19,"C",2040,69.1,71.6,386,5601,0.145219,0.665806,0.003223,280.135,-122.7195,106482344,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.02468137254902,70.35,52,36,0.283100914285714,0.127261201209547
"812929",108105,2015-10-28,2015-12-19,"C",2060,55.3,56.9,13377,20092,0.138559,0.6015,0.003586,297.3922,-127.146,108908787,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01473300970874,56.1,52,36,0.283100914285714,0.12313154273238
"812931",108105,2015-10-28,2015-12-19,"C",2070,48.7,50.3,4044,10284,0.135414,0.565867,0.003742,303.34,-128.0593,108987205,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.0098309178744,49.5,52,36,0.283100914285714,0.121088880202707
"812954",108105,2015-10-28,2015-12-19,"C",2185,2.95,4,129,288,0.097108,0.099251,0.002321,134.9289,-44.00332,109020074,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.956681922196796,3.475,52,36,0.283100914285714,0.0906720963450274
"812957",108105,2015-10-28,2015-12-19,"C",2200,1.65,2.2,530,63258,0.093396,0.062267,0.001696,94.81231,-29.92431,100269211,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.950159090909091,1.925,52,36,0.283100914285714,0.0875151239108124
"812966",108105,2015-10-28,2015-12-19,"C",2245,0.25,1,223,948,0.098554,0.022285,0.000696,41.0322,-13.90264,106482353,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.931113585746102,0.625,52,36,0.283100914285714,0.0932538174421905
"813100",108105,2015-10-28,2016-01-15,"C",1925,172.3,175.6,420,6030,0.185437,0.827596,0.001399,242.1854,-73.52133,103574109,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.0858961038961,173.95,79,54,0.327272142857143,0.146580277559463
"813125",108105,2015-10-28,2016-01-15,"C",2050,73.2,74.6,2370,19108,0.147771,0.601174,0.002686,370.6751,-105.4074,103574114,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01968292682927,73.9,79,54,0.327272142857143,0.131553707837159
"813135",108105,2015-10-28,2016-01-15,"C",2100,41.4,42.8,482,24951,0.130857,0.45447,0.003122,381.4845,-99.64417,103574116,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.995404761904762,42.1,79,54,0.327272142857143,0.119132958097381
"813143",108105,2015-10-28,2016-01-15,"C",2140,21.8,23.1,503,133,0.11716,0.315243,0.003131,342.4937,-82.00806,108992399,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.976799065420561,22.45,79,54,0.327272142857143,0.10816465743558
"813150",108105,2015-10-28,2016-01-15,"C",2175,10.1,11.5,600,12025,0.10641,0.193953,0.002668,265.0808,-58.70006,103574119,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.961080459770115,10.8,79,54,0.327272142857143,0.0992807572359221
"813348",108105,2015-10-28,2016-03-18,"C",2075,76.7,78.6,551,17412,0.149685,0.517407,0.002032,513.334,-80.54031,107238026,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.00739759036145,77.65,142,97,0.397574085714286,0.132027909380184
"813350",108105,2015-10-28,2016-03-18,"C",2125,48,50,2320,19013,0.135759,0.405172,0.002184,500.5096,-73.18348,107238028,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.983694117647059,49,142,97,0.397574085714286,0.121787221689262
"813353",108105,2015-10-28,2016-03-18,"C",2200,17.5,18.7,3934,47131,0.115095,0.218317,0.001965,381.6657,-48.93452,107238031,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.950159090909091,18.1,142,97,0.397574085714286,0.10538019137196
"813355",108105,2015-10-28,2016-03-18,"C",2250,6.6,7.9,668,7190,0.104274,0.113029,0.001412,248.5115,-29.44698,107238033,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.929044444444444,7.25,142,97,0.397574085714286,0.0966113210966335
"814437",108105,2015-10-28,2015-11-13,"C",2035,58.5,60.2,257,15704,0.136238,0.821788,0.004357,113.708,-143.1288,108614693,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.02719901719902,59.35,16,12,0.168665357142857,0.115870718987399
"814439",108105,2015-10-28,2015-11-13,"C",2045,50.2,51.8,172,1365,0.132854,0.779144,0.005089,129.5116,-164.4391,108614695,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.0221760391198,51,16,12,0.168665357142857,0.115442177696794
"814443",108105,2015-10-28,2015-11-13,"C",2065,35,36.4,190,6238,0.126459,0.670066,0.006532,158.2168,-200.8656,108614699,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01227602905569,35.7,16,12,0.168665357142857,0.113130791106865
"814445",108105,2015-10-28,2015-11-13,"C",2075,28.2,29.3,858,9269,0.122413,0.604729,0.007179,168.3263,-210.3525,108614701,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.00739759036145,28.75,16,12,0.168665357142857,0.110554652387226
"814447",108105,2015-10-28,2015-11-13,"C",2085,21.8,23.1,138,9854,0.118303,0.531931,0.007673,173.8609,-212.9047,108614703,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.00256594724221,22.45,16,12,0.168665357142857,0.107671789795959
"814449",108105,2015-10-28,2015-11-13,"C",2095,16.5,17.1,157,1040,0.113629,0.45285,0.00796,173.2394,-206.0614,108614705,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.997780429594272,16.8,16,12,0.168665357142857,0.104060414355295
"814451",108105,2015-10-28,2015-11-13,"C",2105,11.6,12.2,1465,10748,0.108477,0.368942,0.00794,164.9878,-189.0966,108614707,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.993040380047506,11.9,16,12,0.168665357142857,0.0998488532298423
"814453",108105,2015-10-28,2015-11-13,"C",2115,7.8,8.3,204,789,0.104316,0.285788,0.007442,148.7076,-165.2868,108614709,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.988345153664303,8.05,16,12,0.168665357142857,0.0964599001049055
"814455",108105,2015-10-28,2015-11-13,"C",2125,5,5.4,250,3883,0.101093,0.209782,0.006507,126.0078,-136.7465,108614711,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.983694117647059,5.2,16,12,0.168665357142857,0.0938589420953553
"814457",108105,2015-10-28,2015-11-13,"C",2135,3,3.4,425,1250,0.098572,0.145543,0.005295,99.97243,-106.4698,108614713,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.979086651053864,3.2,16,12,0.168665357142857,0.0918370820076643
"814459",108105,2015-10-28,2015-11-13,"C",2145,1.8,2.05,199,993,0.09728,0.096904,0.004027,75.04097,-79.31538,108614715,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.974522144522144,1.925,16,12,0.168665357142857,0.0909088170317432
"814462",108105,2015-10-28,2015-11-13,"C",2160,0.85,1,109,277,0.098041,0.051702,0.002468,46.34813,-49.72294,108614718,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.96775462962963,0.925,16,12,0.168665357142857,0.0919713888582112
"814630",108105,2015-10-28,2015-11-27,"C",2070,37.6,39,114,561,0.121878,0.598656,0.005281,231.1723,-147.4386,108671981,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.0098309178744,38.3,30,21,0.2088715,0.111366003186426
"814632",108105,2015-10-28,2015-11-27,"C",2080,31.2,32.5,127,857,0.118248,0.545662,0.005582,237.0335,-148.6761,108671983,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.00497596153846,31.85,30,21,0.2088715,0.108890982940367
"814636",108105,2015-10-28,2015-11-27,"C",2100,19.8,20.8,398,9373,0.109682,0.427587,0.005961,234.8027,-139.5711,108671987,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.995404761904762,20.3,30,21,0.2088715,0.102232657495729
"814639",108105,2015-10-28,2015-11-27,"C",2115,13.2,13.8,223,422,0.104147,0.332935,0.005817,217.5676,-124.5348,108671990,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.988345153664303,13.5,30,21,0.2088715,0.0978320865672698
"814641",108105,2015-10-28,2015-11-27,"C",2125,9.6,10.1,859,7969,0.10064,0.270549,0.005483,198.1793,-110.5189,108671992,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.983694117647059,9.85,30,21,0.2088715,0.0949653215740077
"814645",108105,2015-10-28,2015-11-27,"C",2145,4.4,4.9,1035,1071,0.094292,0.158573,0.004278,144.873,-76.76547,108671996,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.974522144522144,4.65,30,21,0.2088715,0.0896619222507736
"814647",108105,2015-10-28,2015-11-27,"C",2155,2.85,3.2,192,344,0.091813,0.114175,0.003508,115.6699,-60.04489,108671998,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.97,3.025,30,21,0.2088715,0.0875960325931818
"814650",108105,2015-10-28,2015-11-27,"C",2170,1.45,1.7,1028,982,0.090036,0.067133,0.002408,77.87987,-39.97531,108672001,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.963294930875576,1.575,30,21,0.2088715,0.0862893006890113
"814845",108105,2015-10-28,2015-11-30,"C",2050,52.8,54.6,3404,2298,0.129086,0.682154,0.004379,223.3154,-132.2504,107939008,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01968292682927,53.7,33,22,0.219817,0.118329198567181
"815640",108105,2015-10-28,2015-12-31,"C",2050,67.6,69.1,2503,7131,0.144036,0.615845,0.003013,332.5376,-113.0194,106342012,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,1.01968292682927,68.35,64,44,0.302732571428571,0.129307449551767
"815660",108105,2015-10-28,2015-12-31,"C",2150,13.7,14.7,1364,8432,0.109285,0.253212,0.003339,279.5427,-77.46892,106342016,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.972255813953488,14.2,64,44,0.302732571428571,0.102398226021545
"815670",108105,2015-10-28,2015-12-31,"C",2200,3.3,3.8,127,8454,0.096276,0.091924,0.001956,144.2509,-36.10508,106342018,1,NA,1,"CBOE S&P 500 INDEX","E",2090.35,0.950159090909091,3.55,64,44,0.302732571428571,0.0915009580746293
"832418",108105,2015-11-04,2015-11-20,"C",2035,69.2,72.6,163,3060,0.154383,0.847858,0.003563,99.90681,-153.5556,108987084,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.03307616707617,70.9,16,12,0.177959285714286,0.12754219174916
"832421",108105,2015-11-04,2015-11-20,"C",2050,56.3,59.4,205,36813,0.14705,0.797142,0.004492,119.9893,-182.6277,108485612,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.02551707317073,57.85,16,12,0.177959285714286,0.124608932712729
"832423",108105,2015-11-04,2015-11-20,"C",2060,48.4,51.3,2919,18203,0.144436,0.751813,0.005131,134.6058,-206.3269,108554646,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.02053883495146,49.85,16,12,0.177959285714286,0.124271272771535
"832425",108105,2015-11-04,2015-11-20,"C",2070,40.6,43.3,3366,8605,0.139398,0.702897,0.005816,147.2653,-221.5208,108671565,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.01560869565217,41.95,16,12,0.177959285714286,0.121126649388899
"832427",108105,2015-11-04,2015-11-20,"C",2080,33.4,35.2,389,7615,0.132954,0.647567,0.006544,158.0293,-229.6174,108554647,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.01072596153846,34.3,16,12,0.177959285714286,0.116382009688093
"832429",108105,2015-11-04,2015-11-20,"C",2090,26.6,28.3,217,5780,0.128085,0.582272,0.007144,166.2077,-235.631,108671566,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.00588995215311,27.45,16,12,0.177959285714286,0.112934435113359
"832431",108105,2015-11-04,2015-11-20,"C",2100,20.4,22.3,11239,35076,0.123739,0.509593,0.007556,169.8234,-235.2072,108485614,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.0011,21.35,16,12,0.177959285714286,0.109790933173942
"832433",108105,2015-11-04,2015-11-20,"C",2110,15,16.8,3504,16486,0.118801,0.431314,0.007757,167.3801,-224.6198,108671567,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.996355450236967,15.9,16,12,0.177959285714286,0.105949131560189
"832435",108105,2015-11-04,2015-11-20,"C",2120,10.4,12,2230,11464,0.113388,0.349033,0.007653,157.6129,-203.4275,108554648,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.991655660377358,11.2,16,12,0.177959285714286,0.101551715343695
"832437",108105,2015-11-04,2015-11-20,"C",2130,6.7,8.3,760,7172,0.108753,0.268045,0.007105,140.3429,-174.9405,108671568,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.987,7.5,16,12,0.177959285714286,0.0977729686831226
"832439",108105,2015-11-04,2015-11-20,"C",2140,4.1,5.5,2574,13002,0.105231,0.195,0.006146,117.463,-142.5657,108554649,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.98238785046729,4.8,16,12,0.177959285714286,0.09493157906684
"832441",108105,2015-11-04,2015-11-20,"C",2150,2.4,3.4,3321,26451,0.102194,0.133342,0.004942,91.72534,-108.6983,108485616,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.977818604651163,2.9,16,12,0.177959285714286,0.0924640941276946
"832443",108105,2015-11-04,2015-11-20,"C",2160,1.4,1.8,1540,8947,0.098854,0.083729,0.003651,65.55862,-75.49093,108554650,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.973291666666667,1.6,16,12,0.177959285714286,0.0896641048592042
"832445",108105,2015-11-04,2015-11-20,"C",2170,0.7,1.25,7753,2914,0.099445,0.054669,0.002612,47.17535,-54.88558,108671569,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.968806451612903,0.975,16,12,0.177959285714286,0.0904149507308283
"832451",108105,2015-11-04,2015-11-20,"C",2200,0.3,0.35,705,30350,0.10951,0.019202,0.001002,19.93098,-25.78527,108485618,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,0.955595454545454,0.325,16,12,0.177959285714286,0.100097906138372
"832644",108105,2015-11-04,2015-12-19,"C",1980,127.1,130.3,410,12781,0.17447,0.838277,0.001925,174.9004,-97.7263,108908785,1,NA,1,"CBOE S&P 500 INDEX","E",2102.31,1.06177272727273,128.7,45,31,0.301257771428571,0.14261532375131
