"","secid","date","exdate","last_date","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","div_convention","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"183564",108105,2010-10-13,2010-11-20,"10/13/2010","C",1210,10.8,11.8,7615,19895,0.165398,0.299064,0.005667,128.3073,-100.7162,36136703,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.973636363636364,11.3,38,27,0.264281928571429,0.152865140467447
"183566",108105,2010-10-13,2010-11-20,"10/13/2010","C",1220,7.8,8.8,939,4992,0.161594,0.241134,0.005208,115.2004,-88.83674,36067217,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.965655737704918,8.3,38,27,0.264281928571429,0.149816477603364
"183568",108105,2010-10-13,2010-11-20,"10/13/2010","C",1230,5.4,6.4,1033,10112,0.157901,0.188166,0.004613,99.7206,-75.50645,36058379,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.95780487804878,5.9,38,27,0.264281928571429,0.146793821213777
"183570",108105,2010-10-13,2010-11-20,"10/13/2010","C",1240,3.8,4.6,3405,26099,0.156177,0.144589,0.003934,84.10776,-63.27407,36067218,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.95008064516129,4.2,38,27,0.264281928571429,0.145561128265198
"183572",108105,2010-10-13,2010-11-20,"10/13/2010","C",1250,2.3,3,23544,39224,0.150623,0.101972,0.003192,65.82409,-47.9235,36021772,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.94248,2.65,38,27,0.264281928571429,0.140658637545431
"183575",108105,2010-10-13,2010-11-20,"10/13/2010","C",1265,1.3,2,1655,188,0.153286,0.067433,0.002299,48.24269,-35.94222,36139619,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.931304347826087,1.65,38,27,0.264281928571429,0.143592703896599
"183577",108105,2010-10-13,2010-11-20,"10/13/2010","C",1275,0.8,1.2,960,4619,0.149781,0.044701,0.001701,34.86761,-25.45071,36021773,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.924,1,38,27,0.264281928571429,0.140519440733972
"183580",108105,2010-10-13,2010-11-20,"10/13/2010","C",1290,0.5,0.8,117,477,0.154736,0.029831,0.001183,25.04797,-18.9646,36136705,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.913255813953488,0.65,38,27,0.264281928571429,0.145500848113465
"183689",108105,2010-10-13,2010-12-18,"10/13/2010","C",1100,89.6,92.2,104,161577,0.233734,0.75987,0.002668,151.7857,-83.72239,33033982,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,1.071,90.9,66,46,0.284420257142857,0.205150745597262
"183699",108105,2010-10-13,2010-12-18,"10/13/2010","C",1150,52.8,54.7,42503,119175,0.209053,0.608325,0.003704,188.452,-98.4305,33033976,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,1.0244347826087,53.75,66,46,0.284420257142857,0.189998476729264
"183703",108105,2010-10-13,2010-12-18,"10/13/2010","C",1170,40.4,41.9,9222,1031,0.199576,0.531439,0.004022,195.3546,-99.0406,36203284,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,1.00692307692308,41.15,66,46,0.284420257142857,0.183150393821582
"183705",108105,2010-10-13,2010-12-18,"10/13/2010","C",1180,34.7,36.3,10771,4474,0.195221,0.490117,0.004126,196.0067,-97.92807,36074186,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.998389830508475,35.5,66,46,0.284420257142857,0.179923689372541
"183709",108105,2010-10-13,2010-12-18,"10/13/2010","C",1200,24.7,26.2,5993,187044,0.186445,0.403603,0.004198,190.4804,-92.07014,33033983,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.98175,25.45,66,46,0.284420257142857,0.173110754876479
"183713",108105,2010-10-13,2010-12-18,"10/13/2010","C",1225,15,16.3,1683,41796,0.176878,0.295015,0.003946,169.8604,-78.95743,34420439,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.961714285714286,15.65,66,46,0.284420257142857,0.165502700301318
"183717",108105,2010-10-13,2010-12-18,"10/13/2010","C",1250,8.3,9.3,8687,158195,0.168658,0.196576,0.003325,136.4696,-61.16262,33033978,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.94248,8.8,66,46,0.284420257142857,0.158803804350618
"183725",108105,2010-10-13,2010-12-18,"10/13/2010","C",1295,2.15,2.9,12750,2599,0.158435,0.074137,0.001794,69.15425,-29.55899,35860443,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.90972972972973,2.525,66,46,0.284420257142857,0.150458088359328
"183803",108105,2010-10-13,2011-01-22,"10/13/2010","C",1100,98,100.7,800,22972,0.238449,0.712363,0.0023,206.4928,-74.49544,49286664,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,1.071,99.35,101,69,0.300664357142857,0.211731144801795
"183806",108105,2010-10-13,2011-01-22,"10/13/2010","C",1150,62.8,65.1,203,14383,0.216715,0.585341,0.002908,237.2551,-81.46636,36111691,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,1.0244347826087,63.95,101,69,0.300664357142857,0.197857774330943
"183809",108105,2010-10-13,2011-01-22,"10/13/2010","C",1200,34.6,36.6,1342,30692,0.196225,0.426159,0.003241,239.4196,-76.94203,49585996,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.98175,35.6,101,69,0.300664357142857,0.182610026786346
"183811",108105,2010-10-13,2011-01-22,"10/13/2010","C",1250,15.3,16.9,3079,13331,0.177733,0.256474,0.002945,197.0459,-58.76077,36111695,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.94248,16.1,101,69,0.300664357142857,0.167685062878544
"183865",108105,2010-10-13,2011-03-19,"10/13/2010","C",1225,37.8,40.1,810,15709,0.203306,0.382753,0.002429,291.026,-61.03999,35502752,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.961714285714286,38.95,157,108,0.318403571428571,0.187705670366414
"183868",108105,2010-10-13,2011-03-19,"10/13/2010","C",1300,13.6,15.3,4351,26624,0.180786,0.197254,0.001993,212.3583,-40.77573,46335347,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.1,0.906230769230769,14.45,157,108,0.318403571428571,0.16967816303554
"187937",108105,2010-10-20,2010-11-20,"10/20/2010","C",1125,58.9,61.4,1705,18961,0.209421,0.782592,0.004206,97.13529,-109.9327,36021767,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.04726222222222,60.15,31,22,0.262201214285714,0.182790755500455
"187944",108105,2010-10-20,2010-11-20,"10/20/2010","C",1160,32.6,34.7,157,15418,0.187462,0.613523,0.006131,126.7595,-135.3991,36067215,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.01566379310345,33.65,31,22,0.262201214285714,0.168974146118516
"187946",108105,2010-10-20,2010-11-20,"10/20/2010","C",1170,26.3,28,2892,16231,0.18077,0.551434,0.006576,131.1119,-136.4516,36136701,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.00698290598291,27.15,31,22,0.262201214285714,0.163926906268038
"187948",108105,2010-10-20,2010-11-20,"10/20/2010","C",1180,20.5,22.1,5224,41580,0.174245,0.483799,0.006877,132.1564,-133.7774,36067216,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.998449152542373,21.3,31,22,0.262201214285714,0.158836066412704
"187950",108105,2010-10-20,2010-11-20,"10/20/2010","C",1190,15.5,16.9,2990,16280,0.168137,0.412327,0.006962,129.1006,-127.1148,36136702,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.990058823529412,16.2,31,22,0.262201214285714,0.153972026182376
"187952",108105,2010-10-20,2010-11-20,"10/20/2010","C",1200,11.7,12.9,28064,85682,0.165779,0.343026,0.006671,121.9597,-119.3466,36021770,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.981808333333333,12.3,31,22,0.262201214285714,0.15250328332347
"187954",108105,2010-10-20,2010-11-20,"10/20/2010","C",1210,7.8,8.9,3260,29245,0.156773,0.268438,0.006327,109.3907,-101.7533,36136703,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.973694214876033,8.35,31,22,0.262201214285714,0.144640746562996
"187956",108105,2010-10-20,2010-11-20,"10/20/2010","C",1220,5.1,6.1,3021,10507,0.151585,0.20254,0.0056,93.61373,-84.64756,36067217,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.965713114754098,5.6,31,22,0.262201214285714,0.140278412311165
"187958",108105,2010-10-20,2010-11-20,"10/20/2010","C",1230,3.2,4,6307,16312,0.147234,0.145725,0.004674,75.90235,-66.98077,36058379,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.957861788617886,3.6,31,22,0.262201214285714,0.136620110063225
"187960",108105,2010-10-20,2010-11-20,"10/20/2010","C",1240,2.1,2.65,3804,34525,0.146286,0.104139,0.003719,59.99837,-52.8423,36067218,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.950137096774194,2.375,31,22,0.262201214285714,0.13608588024014
"187962",108105,2010-10-20,2010-11-20,"10/20/2010","C",1250,1.15,1.6,6737,53625,0.14218,0.067313,0.002758,43.24627,-37.14938,36021772,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.942536,1.375,31,22,0.262201214285714,0.132529387135597
"187964",108105,2010-10-20,2010-11-20,"10/20/2010","C",1260,0.55,1,4093,7751,0.139339,0.041798,0.001929,29.64697,-25.0373,36067219,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.935055555555556,0.775,31,22,0.262201214285714,0.130113199569355
"187966",108105,2010-10-20,2010-11-20,"10/20/2010","C",1270,0.35,0.6,2327,14378,0.139821,0.027139,0.001348,20.78263,-17.66397,36136704,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.927692913385827,0.475,31,22,0.262201214285714,0.130781455525675
"187968",108105,2010-10-20,2010-11-20,"10/20/2010","C",1280,0.1,0.35,2785,3492,0.135753,0.014323,0.000807,12.08339,-9.994272,36067220,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.9204453125,0.225,31,22,0.262201214285714,0.127141409791792
"187970",108105,2010-10-20,2010-11-20,"10/20/2010","C",1290,0.15,0.3,2552,619,0.146421,0.013394,0.000706,11.40444,-10.20113,36136705,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.91331007751938,0.225,31,22,0.262201214285714,0.137340226890603
"187972",108105,2010-10-20,2010-11-20,"10/20/2010","C",1300,0.1,0.2,4982,20647,0.148987,0.009148,0.000498,8.185987,-7.4652,36021774,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.906284615384615,0.15,31,22,0.262201214285714,0.139902707984026
"188081",108105,2010-10-20,2010-12-18,"10/20/2010","C",1100,87.7,90,5775,161005,0.230265,0.775815,0.002763,137.9222,-83.92782,33033982,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.07106363636364,88.85,59,41,0.291484342857143,0.201498869814694
"188095",108105,2010-10-20,2010-12-18,"10/20/2010","C",1170,37.4,38.9,3659,17310,0.193709,0.534065,0.00439,184.353,-102.1814,36203284,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.00698290598291,38.15,59,41,0.291484342857143,0.177964547200205
"188097",108105,2010-10-20,2010-12-18,"10/20/2010","C",1180,31.7,33.1,4417,12435,0.188738,0.4889,0.004523,185.0517,-100.7046,36074186,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.998449152542373,32.4,59,41,0.291484342857143,0.17416954209131
"188103",108105,2010-10-20,2010-12-18,"10/20/2010","C",1210,17.5,18.8,300,595,0.17481,0.345367,0.004519,171.2368,-87.99911,36145300,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.973694214876033,18.15,59,41,0.291484342857143,0.163122987203376
"188106",108105,2010-10-20,2010-12-18,"10/20/2010","C",1225,12.2,13.3,1353,42985,0.168099,0.273789,0.004247,154.7446,-77.0731,34420439,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.961771428571429,12.75,59,41,0.291484342857143,0.157563389081286
"188113",108105,2010-10-20,2010-12-18,"10/20/2010","C",1260,4.1,5,701,5229,0.153784,0.130111,0.002953,98.44617,-45.5251,34871446,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.935055555555556,4.55,59,41,0.291484342857143,0.145360468194625
"188116",108105,2010-10-20,2010-12-18,"10/20/2010","C",1275,2.45,3.2,1282,33272,0.150877,0.088998,0.002291,74.91344,-34.173,34420440,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.924054901960784,2.825,59,41,0.291484342857143,0.14305255420551
"188229",108105,2010-10-20,2011-01-22,"10/20/2010","C",1150,59.7,62,500,18460,0.209826,0.590476,0.003108,228.1554,-81.64232,36111691,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.02449565217391,60.85,94,64,0.317960428571429,0.1916068564244
"188234",108105,2010-10-20,2011-01-22,"10/20/2010","C",1200,31.4,33.3,811,36431,0.188446,0.419564,0.003491,230.1562,-76.6047,49585996,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.981808333333333,32.35,94,64,0.317960428571429,0.175643383752357
"188237",108105,2010-10-20,2011-01-22,"10/20/2010","C",1240,15.8,17.1,101,303,0.173142,0.272838,0.003236,196.0478,-61.21571,49586012,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.950137096774194,16.45,94,64,0.317960428571429,0.163318474712865
"188239",108105,2010-10-20,2011-01-22,"10/20/2010","C",1260,10.3,11.5,2190,303,0.166169,0.204905,0.002883,167.6355,-50.66653,49286728,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.935055555555556,10.9,94,64,0.317960428571429,0.157504971994926
"188306",108105,2010-10-20,2011-02-19,"10/20/2010","C",1200,39.6,41.7,752,800,0.199197,0.434254,0.002907,264.2568,-70.34034,49586304,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.981808333333333,40.65,122,84,0.332566571428571,0.183615538352263
"188355",108105,2010-10-20,2011-03-19,"10/20/2010","C",1100,108.2,111.2,500,31451,0.242437,0.675827,0.001944,265.2393,-64.0966,46162541,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,1.07106363636364,109.7,150,103,0.343624714285714,0.213258802949425
"188360",108105,2010-10-20,2011-03-19,"10/20/2010","C",1200,46.6,49.2,351,55459,0.206538,0.443815,0.00253,294.0909,-65.00301,35502751,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.981808333333333,47.9,150,103,0.343624714285714,0.189556939082823
"188696",108105,2010-10-20,2010-12-31,"10/20/2010","C",1200,25.1,29,250,6418,0.184479,0.407692,0.004008,202.4747,-85.45719,34944590,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.981808333333333,27.05,72,50,0.301586828571429,0.173510677831885
"188698",108105,2010-10-20,2010-12-31,"10/20/2010","C",1250,8.4,10,1203,4082,0.162292,0.200402,0.003295,146.4185,-55.71133,34944588,1,NA,1,"CBOE S&P 500 INDEX","I","E",1178.17,0.942536,9.2,72,50,0.301586828571429,0.154780922760915
"192558",108105,2010-10-27,2010-11-20,"10/27/2010","C",1160,33.5,36.7,732,15185,0.201155,0.650533,0.006325,107.2275,-163.8745,36067215,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.01935344827586,35.1,24,17,0.259492285714286,0.180805686469191
"192560",108105,2010-10-27,2010-11-20,"10/27/2010","C",1170,26.8,29,584,19817,0.190484,0.588093,0.007025,112.7775,-164.607,36136701,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.01064102564103,27.9,24,17,0.259492285714286,0.172069962506429
"192562",108105,2010-10-27,2010-11-20,"10/27/2010","C",1180,20.8,23.7,1271,45919,0.18784,0.516308,0.0073,115.5545,-168.1257,36067216,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.00207627118644,22.25,24,17,0.259492285714286,0.170744305532871
"192565",108105,2010-10-27,2010-11-20,"10/27/2010","C",1195,13.3,15.5,196,5269,0.17727,0.401624,0.007508,112.1633,-155.6652,36139613,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.989497907949791,14.4,24,17,0.259492285714286,0.162128816095095
"192567",108105,2010-10-27,2010-11-20,"10/27/2010","C",1205,9.5,11.1,999,9029,0.171487,0.323944,0.007214,104.2623,-140.8421,36139614,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.981286307053942,10.3,24,17,0.259492285714286,0.157390747301632
"192569",108105,2010-10-27,2010-11-20,"10/27/2010","C",1215,6.2,7.8,385,11055,0.165657,0.249126,0.006592,92.02204,-120.7082,36139615,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.97320987654321,7,24,17,0.259492285714286,0.152490849007633
"192571",108105,2010-10-27,2010-11-20,"10/27/2010","C",1225,4.4,5.1,5783,35909,0.16337,0.186326,0.00565,77.79442,-101.1309,36021771,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.965265306122449,4.75,24,17,0.259492285714286,0.150804780068363
"192573",108105,2010-10-27,2010-11-20,"10/27/2010","C",1235,2.25,3.5,1418,13839,0.157562,0.128007,0.004574,60.73266,-76.42872,36139616,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.957449392712551,2.875,24,17,0.259492285714286,0.145751872283828
"192575",108105,2010-10-27,2010-11-20,"10/27/2010","C",1245,1.25,2.2,4379,7301,0.154522,0.085118,0.003471,45.20538,-55.98319,36139617,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.949759036144578,1.725,24,17,0.259492285714286,0.143218941308515
"192579",108105,2010-10-27,2010-11-20,"10/27/2010","C",1265,0.6,0.85,530,5013,0.157816,0.039781,0.001872,24.89851,-31.67917,36139619,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.934743083003953,0.725,24,17,0.259492285714286,0.146764959471783
"192581",108105,2010-10-27,2010-11-20,"10/27/2010","C",1275,0.4,0.45,2551,16813,0.157454,0.024939,0.001276,16.92823,-21.53606,36021773,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.927411764705882,0.425,24,17,0.259492285714286,0.146610404425663
"192586",108105,2010-10-27,2010-11-20,"10/27/2010","C",1300,0.2,0.25,3611,25244,0.173832,0.01296,0.000661,9.690259,-13.67485,36021774,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.909576923076923,0.225,24,17,0.259492285714286,0.162297532151902
"192695",108105,2010-10-27,2010-12-18,"10/27/2010","C",1100,89.3,93.2,505,166140,0.235425,0.797956,0.002706,122.0195,-86.50423,33033982,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.07495454545455,91.25,52,36,0.287254228571429,0.205745884298396
"192709",108105,2010-10-27,2010-12-18,"10/27/2010","C",1170,37.5,40.7,17268,18746,0.197441,0.556142,0.004555,172.2372,-111.4075,36203284,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.01064102564103,39.1,52,36,0.287254228571429,0.181757670940885
"192711",108105,2010-10-27,2010-12-18,"10/27/2010","C",1180,32.8,34.4,2334,27307,0.194879,0.509794,0.004662,173.9986,-112.1155,36074186,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.00207627118644,33.6,52,36,0.287254228571429,0.180360582226893
"192715",108105,2010-10-27,2010-12-18,"10/27/2010","C",1200,21.4,23,3029,192358,0.179141,0.408333,0.004942,169.5772,-101.5617,33033983,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.985375,22.2,52,36,0.287254228571429,0.166857498303165
"192722",108105,2010-10-27,2010-12-18,"10/27/2010","C",1235,9.1,10.7,102,1830,0.1674,0.23714,0.00421,134.9783,-77.06973,35981787,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.957449392712551,9.9,52,36,0.287254228571429,0.15771188919865
"192725",108105,2010-10-27,2010-12-18,"10/27/2010","C",1250,5.7,7.1,13991,192327,0.161898,0.172832,0.003605,111.8006,-62.13058,33033978,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.94596,6.4,52,36,0.287254228571429,0.153078702965661
"192730",108105,2010-10-27,2010-12-18,"10/27/2010","C",1275,2.25,3.5,2506,43650,0.155799,0.092546,0.00243,72.49776,-39.12111,34420440,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.927411764705882,2.875,52,36,0.287254228571429,0.148063876477114
"192848",108105,2010-10-27,2011-01-22,"10/27/2010","C",1175,45.1,48.3,161,13350,0.201467,0.524528,0.003444,225.9515,-85.85695,49286694,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.00634042553191,46.7,87,59,0.311543285714286,0.186552575443019
"192854",108105,2010-10-27,2011-01-22,"10/27/2010","C",1225,21.1,23.3,768,17633,0.18096,0.338565,0.003532,208.0825,-73.20245,49286714,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.965265306122449,22.2,87,59,0.311543285714286,0.170513539270964
"192863",108105,2010-10-27,2011-01-22,"10/27/2010","C",1300,3.7,5,1758,11233,0.158666,0.103831,0.001989,102.7755,-32.6754,49286744,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.909576923076923,4.35,87,59,0.311543285714286,0.152099967236329
"192930",108105,2010-10-27,2011-02-19,"10/27/2010","C",1175,53,56.6,200,2014,0.209236,0.521381,0.002873,260.1799,-76.1692,36257590,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.00634042553191,54.8,115,79,0.326136857142857,0.191447704019373
"192932",108105,2010-10-27,2011-02-19,"10/27/2010","C",1225,28.3,31.2,1682,752,0.190398,0.366082,0.00299,246.4153,-67.54966,36257592,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.965265306122449,29.75,115,79,0.326136857142857,0.17712070555485
"192983",108105,2010-10-27,2011-03-19,"10/27/2010","C",1175,60,63.3,528,13890,0.213918,0.5194,0.002512,290.1912,-68.6785,35501648,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,1.00634042553191,61.65,143,98,0.337098171428571,0.194767691929815
"192989",108105,2010-10-27,2011-03-19,"10/27/2010","C",1300,11.9,13.9,500,30873,0.176715,0.189542,0.00208,198.4859,-41.17279,46335347,1,NA,1,"CBOE S&P 500 INDEX","I","E",1182.45,0.909576923076923,12.9,143,98,0.337098171428571,0.166471653197136
"197198",108105,2010-11-03,2010-11-20,"11/03/2010","C",1140,57.7,60.7,131,5910,0.190169,0.899773,0.00378,42.39873,-76.95869,36067214,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.05084210526316,59.2,17,12,0.256355428571429,0.150839110072573
"197203",108105,2010-11-03,2010-11-20,"11/03/2010","C",1165,35.5,39.3,149,7870,0.175532,0.781401,0.006901,71.44501,-134.2576,36139611,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.02829184549356,37.4,17,12,0.256355428571429,0.151286353509986
"197205",108105,2010-11-03,2010-11-20,"11/03/2010","C",1175,28.3,32,2559,74413,0.176481,0.703534,0.008054,83.82472,-163.4988,36021769,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.01954042553191,30.15,17,12,0.256355428571429,0.155091129888482
"197207",108105,2010-11-03,2010-11-20,"11/03/2010","C",1185,21.2,24,249,9656,0.16493,0.624235,0.00946,92.02043,-170.0331,36139612,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.01093670886076,22.6,17,12,0.256355428571429,0.146120371100701
"197209",108105,2010-11-03,2010-11-20,"11/03/2010","C",1195,15,18.8,1174,5558,0.164192,0.526203,0.009974,96.57973,-180.6167,36139613,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.0024769874477,16.9,17,12,0.256355428571429,0.146873403347754
"197211",108105,2010-11-03,2010-11-20,"11/03/2010","C",1205,10.7,13.6,355,10421,0.162985,0.426212,0.009899,95.1532,-178.7136,36139614,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.994157676348548,12.15,17,12,0.256355428571429,0.146778001247067
"197213",108105,2010-11-03,2010-11-20,"11/03/2010","C",1215,7,9,129,12501,0.157397,0.32542,0.009416,87.40542,-159.7694,36139615,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.985975308641975,8,17,12,0.256355428571429,0.14237861799209
"197215",108105,2010-11-03,2010-11-20,"11/03/2010","C",1225,4.7,5.8,3483,35198,0.156825,0.238212,0.008126,75.15748,-137.8328,36021771,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.977926530612245,5.25,17,12,0.256355428571429,0.142423636412071
"197217",108105,2010-11-03,2010-11-20,"11/03/2010","C",1235,2.5,3.7,1148,14083,0.153062,0.160539,0.006558,59.20021,-106.4928,36139616,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.970008097165992,3.1,17,12,0.256355428571429,0.139402194665276
"197219",108105,2010-11-03,2010-11-20,"11/03/2010","C",1245,1.2,1.9,314,11852,0.146049,0.094488,0.004745,40.87371,-70.42158,36139617,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.96221686746988,1.55,17,12,0.256355428571429,0.133300829770494
"197221",108105,2010-11-03,2010-11-20,"11/03/2010","C",1255,0.7,1.5,553,4880,0.154574,0.067486,0.003477,31.69396,-58.02804,36139618,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.954549800796813,1.1,17,12,0.256355428571429,0.141408587664231
"197224",108105,2010-11-03,2010-11-20,"11/03/2010","C",1270,0.4,0.6,1955,12784,0.158065,0.033491,0.001941,18.09453,-34.01556,36136704,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.943275590551181,0.5,17,12,0.256355428571429,0.144939218211034
"197226",108105,2010-11-03,2010-11-20,"11/03/2010","C",1280,0.2,0.35,815,13701,0.159198,0.019626,0.001232,11.57009,-21.95171,36067220,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.93590625,0.275,17,12,0.256355428571429,0.146150811684041
"197230",108105,2010-11-03,2010-11-20,"11/03/2010","C",1300,0.05,0.2,1057,27255,0.171092,0.009066,0.000589,5.940271,-12.15354,36021774,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,0.921507692307692,0.125,17,12,0.256355428571429,0.157374540202818
"197344",108105,2010-11-03,2010-12-18,"11/03/2010","C",1125,77.6,81.3,1135,64207,0.208886,0.808665,0.003143,111.0145,-79.59001,34063737,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.06485333333333,79.45,45,31,0.281997371428571,0.180060871278332
"197354",108105,2010-11-03,2010-12-18,"11/03/2010","C",1175,38.8,42.6,4484,107074,0.181741,0.618267,0.005083,156.1688,-106.1194,33602165,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.01954042553191,40.7,45,31,0.281997371428571,0.165391153162251
"197356",108105,2010-11-03,2010-12-18,"11/03/2010","C",1185,31.9,35.8,8655,18713,0.174553,0.567492,0.005461,161.1606,-106.241,36145298,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.01093670886076,33.85,45,31,0.281997371428571,0.159795275521281
"197358",108105,2010-11-03,2010-12-18,"11/03/2010","C",1195,26.5,30,3442,2346,0.171936,0.511867,0.005625,163.5219,-107.4696,36145299,1,NA,1,"CBOE S&P 500 INDEX","I","E",1197.96,1.0024769874477,28.25,45,31,0.281997371428571,0.158507526758402
